order_id,product_name
2185,sauce
2186,sugar
2186,coffee
2186,creamer
2187,chicken
2187,rice
2187,spices
2188,rice
2188,chicken
2189,cheese
2189,crackers
2189,wine
2190,bacon
2190,orange juice
2191,milk
2191,cereal
2191,banana
2192,spices
2192,chicken
2192,rice
2193,chicken
2193,spices
2194,sugar
2194,creamer
2195,coffee
2195,creamer
2195,sugar
2196,soda
2196,salsa
2196,chips
2197,eggs
2197,bacon
2197,orange juice
2198,milk
2198,bread
2198,butter
2199,milk
2199,banana
2199,cereal
2200,bacon
2200,eggs
2201,wine
2201,cheese
2202,toothpaste
2202,mouthwash
2202,toothbrush
2203,shampoo
2203,body wash
2204,body wash
2204,shampoo
2205,toothbrush
2205,toothpaste
2205,mouthwash
2206,sauce
2206,cheese
2206,pasta
2207,chips
2207,soda
2208,milk
2208,banana
2208,cereal
2209,bacon
2209,orange juice
2209,eggs
2210,toothbrush
2210,toothpaste
2211,salsa
2211,chips
2212,sugar
2212,coffee
2212,creamer
2213,cereal
2213,milk
2214,chips
2214,soda
2215,creamer
2215,sugar
2215,coffee
2216,creamer
2216,sugar
2216,coffee
2217,chips
2217,soda
2218,mouthwash
2218,toothpaste
2219,bacon
2219,orange juice
2219,eggs
2220,bread
2220,butter
2221,bacon
2221,eggs
2222,mouthwash
2222,toothpaste
2222,toothbrush
2223,soda
2223,chips
2224,chips
2224,soda
2224,salsa
2225,sauce
2225,pasta
2226,conditioner
2226,shampoo
2227,cheese
2227,crackers
2228,milk
2228,butter
2228,bread
2229,soda
2229,salsa
2230,spices
2230,chicken
2230,rice
2231,bacon
2231,eggs
2232,sauce
2232,pasta
2232,cheese
2233,mouthwash
2233,toothbrush
2233,toothpaste
2234,sauce
2234,pasta
2235,butter
2235,bread
2236,chicken
2236,rice
2236,spices
2237,toothpaste
2237,toothbrush
2238,milk
2238,banana
2239,cereal
2239,banana
2240,bread
2240,butter
2240,milk
2241,conditioner
2241,body wash
2242,eggs
2242,bacon
2242,orange juice
2243,coffee
2243,sugar
2243,creamer
2244,wine
2244,crackers
2245,mouthwash
2245,toothpaste
2245,toothbrush
2246,soda
2246,salsa
2247,cheese
2247,pasta
2248,toothbrush
2248,mouthwash
2248,toothpaste
2249,salsa
2249,chips
2250,soda
2250,chips
2251,soda
2251,salsa
2252,butter
2252,bread
2253,orange juice
2253,bacon
2253,eggs
2254,wine
2254,crackers
2254,cheese
2255,butter
2255,bread
2256,soda
2256,chips
2256,salsa
2257,chicken
2257,rice
2258,bread
2258,milk
2259,pasta
2259,sauce
2259,cheese
2260,cereal
2260,banana
2260,milk
2261,cheese
2261,wine
2261,crackers
2262,butter
2262,milk
2262,bread
2263,toothbrush
2263,toothpaste
2263,mouthwash
2264,chicken
2264,rice
2265,orange juice
2265,eggs
2265,bacon
2266,milk
2266,bread
2267,spices
2267,rice
2267,chicken
2268,cheese
2268,crackers
2269,pasta
2269,cheese
2269,sauce
2270,bread
2270,butter
2270,milk
2271,orange juice
2271,bacon
2272,spices
2272,rice
2272,chicken
2273,shampoo
2273,conditioner
2273,body wash
2274,bread
2274,butter
2275,conditioner
2275,body wash
2275,shampoo
2276,bacon
2276,orange juice
2276,eggs
2277,chips
2277,salsa
2277,soda
2278,mouthwash
2278,toothbrush
2279,spices
2279,rice
2279,chicken
2280,crackers
2280,wine
2280,cheese
2281,sauce
2281,cheese
2281,pasta
2282,crackers
2282,wine
2282,cheese
2283,sugar
2283,creamer
2284,crackers
2284,cheese
2285,milk
2285,banana
2286,creamer
2286,sugar
2287,body wash
2287,shampoo
2288,chicken
2288,rice
2288,spices
2289,cheese
2289,sauce
2290,toothbrush
2290,mouthwash
2290,toothpaste
2291,wine
2291,crackers
2292,cereal
2292,milk
2292,banana
2293,pasta
2293,cheese
2294,eggs
2294,bacon
2294,orange juice
2295,butter
2295,milk
2296,chips
2296,soda
2297,bread
2297,milk
2298,conditioner
2298,shampoo
2299,banana
2299,milk
2299,cereal
2300,sauce
2300,cheese
2301,body wash
2301,conditioner
2301,shampoo
2302,creamer
2302,coffee
2302,sugar
2303,cereal
2303,milk
2304,wine
2304,crackers
2304,cheese
2305,eggs
2305,bacon
2305,orange juice
2306,toothbrush
2306,mouthwash
2307,chicken
2307,spices
2307,rice
2308,bacon
2308,eggs
2308,orange juice
2309,orange juice
2309,eggs
2310,toothpaste
2310,toothbrush
2310,mouthwash
2311,toothpaste
2311,toothbrush
2311,mouthwash
2312,cheese
2312,crackers
2313,coffee
2313,creamer
2313,sugar
2314,orange juice
2314,eggs
2314,bacon
2315,eggs
2315,bacon
2316,spices
2316,rice
2317,toothpaste
2317,toothbrush
2317,mouthwash
2318,pasta
2318,cheese
2319,eggs
2319,bacon
2320,milk
2320,butter
2320,bread
2321,shampoo
2321,conditioner
2321,body wash
2322,wine
2322,cheese
2322,crackers
2323,spices
2323,chicken
2323,rice
2324,sugar
2324,creamer
2324,coffee
2325,salsa
2325,soda
2325,chips
2326,chicken
2326,spices
2327,spices
2327,chicken
2328,toothbrush
2328,toothpaste
2328,mouthwash
2329,wine
2329,crackers
2330,bacon
2330,orange juice
2331,toothbrush
2331,toothpaste
2332,soda
2332,salsa
2333,bacon
2333,eggs
2334,soda
2334,salsa
2335,eggs
2335,bacon
2336,conditioner
2336,shampoo
2336,body wash
2337,spices
2337,rice
2337,chicken
2338,eggs
2338,orange juice
2339,pasta
2339,cheese
2340,creamer
2340,coffee
2341,conditioner
2341,body wash
2342,conditioner
2342,body wash
2343,bacon
2343,orange juice
2343,eggs
2344,shampoo
2344,conditioner
2344,body wash
2345,banana
2345,milk
2345,cereal
2346,chips
2346,soda
2347,sugar
2347,coffee
2347,creamer
2348,cheese
2348,pasta
2349,salsa
2349,soda
2350,soda
2350,salsa
2351,chips
2351,salsa
2351,soda
2352,pasta
2352,sauce
2352,cheese
2353,cheese
2353,sauce
2354,conditioner
2354,body wash
2354,shampoo
2355,creamer
2355,sugar
2355,coffee
2356,coffee
2356,creamer
2357,body wash
2357,conditioner
2357,shampoo
2358,creamer
2358,sugar
2358,coffee
2359,salsa
2359,chips
2360,crackers
2360,cheese
2361,coffee
2361,sugar
2362,milk
2362,banana
2363,cereal
2363,milk
2364,coffee
2364,creamer
2364,sugar
2365,chicken
2365,spices
2365,rice
2366,wine
2366,cheese
2367,banana
2367,cereal
2368,cheese
2368,pasta
2368,sauce
2369,eggs
2369,orange juice
2370,chicken
2370,spices
2370,rice
2371,spices
2371,chicken
2371,rice
2372,cheese
2372,pasta
2372,sauce
2373,butter
2373,milk
2373,bread
2374,bacon
2374,orange juice
2375,conditioner
2375,shampoo
2375,body wash
2376,milk
2376,banana
2377,toothpaste
2377,toothbrush
2377,mouthwash
2378,orange juice
2378,bacon
2379,pasta
2379,sauce
2379,cheese
2380,banana
2380,cereal
2380,milk
2381,mouthwash
2381,toothpaste
2381,toothbrush
2382,eggs
2382,bacon
2382,orange juice
2383,sugar
2383,coffee
2383,creamer
2384,chips
2384,salsa
2385,body wash
2385,shampoo
2385,conditioner
2386,butter
2386,bread
2387,milk
2387,bread
2388,salsa
2388,chips
2389,eggs
2389,orange juice
2389,bacon
2390,milk
2390,bread
2391,crackers
2391,wine
2391,cheese
2392,coffee
2392,creamer
2393,chicken
2393,rice
2394,toothpaste
2394,mouthwash
2395,bacon
2395,eggs
2395,orange juice
2396,chips
2396,salsa
2397,bacon
2397,eggs
2398,chips
2398,soda
2398,salsa
2399,conditioner
2399,shampoo
2400,toothpaste
2400,mouthwash
2401,pasta
2401,sauce
2402,shampoo
2402,conditioner
2402,body wash
2403,bread
2403,milk
2403,butter
2404,coffee
2404,creamer
2404,sugar
2405,salsa
2405,soda
2405,chips
2406,eggs
2406,bacon
2406,orange juice
2407,cheese
2407,sauce
2408,coffee
2408,creamer
2408,sugar
2409,coffee
2409,sugar
2409,creamer
2410,crackers
2410,wine
2411,bread
2411,milk
2411,butter
2412,milk
2412,banana
2413,rice
2413,chicken
2413,spices
2414,bacon
2414,orange juice
2414,eggs
2415,body wash
2415,conditioner
2415,shampoo
2416,eggs
2416,bacon
2416,orange juice
2417,chicken
2417,spices
2418,sauce
2418,pasta
2419,bread
2419,butter
2420,toothpaste
2420,toothbrush
2420,mouthwash
2421,conditioner
2421,body wash
2421,shampoo
2422,salsa
2422,soda
2422,chips
2423,milk
2423,banana
2424,salsa
2424,soda
2424,chips
2425,bread
2425,butter
2426,mouthwash
2426,toothpaste
2427,chicken
2427,rice
2427,spices
2428,toothpaste
2428,mouthwash
2428,toothbrush
2429,wine
2429,cheese
2429,crackers
2430,body wash
2430,conditioner
2431,creamer
2431,coffee
2432,chips
2432,soda
2433,pasta
2433,sauce
2434,cheese
2434,wine
2435,mouthwash
2435,toothbrush
2435,toothpaste
2436,coffee
2436,creamer
2436,sugar
2437,toothbrush
2437,mouthwash
2438,banana
2438,milk
2439,chicken
2439,spices
2439,rice
2440,milk
2440,cereal
2441,rice
2441,chicken
2441,spices
2442,conditioner
2442,shampoo
2443,milk
2443,butter
2444,bacon
2444,orange juice
2445,cheese
2445,pasta
2446,orange juice
2446,bacon
2447,chips
2447,salsa
2448,toothpaste
2448,toothbrush
2448,mouthwash
2449,mouthwash
2449,toothpaste
2450,eggs
2450,bacon
2450,orange juice
2451,chips
2451,soda
2451,salsa
2452,wine
2452,cheese
2452,crackers
2453,wine
2453,crackers
2453,cheese
2454,cereal
2454,milk
2455,cheese
2455,crackers
2456,milk
2456,banana
2456,cereal
2457,bacon
2457,orange juice
2457,eggs
2458,wine
2458,crackers
2459,milk
2459,banana
2460,shampoo
2460,conditioner
2460,body wash
2461,salsa
2461,chips
2461,soda
2462,spices
2462,chicken
2462,rice
2463,chicken
2463,spices
2463,rice
2464,shampoo
2464,conditioner
2465,coffee
2465,creamer
2466,chips
2466,soda
2467,bacon
2467,orange juice
2467,eggs
2468,bread
2468,milk
2468,butter
2469,cereal
2469,milk
2470,banana
2470,cereal
2471,chicken
2471,rice
2472,mouthwash
2472,toothbrush
2472,toothpaste
2473,conditioner
2473,body wash
2473,shampoo
2474,crackers
2474,cheese
2474,wine
2475,butter
2475,bread
2476,cereal
2476,milk
2477,butter
2477,milk
2477,bread
2478,cereal
2478,milk
2478,banana
2479,eggs
2479,orange juice
2479,bacon
2480,coffee
2480,sugar
2480,creamer
2481,creamer
2481,sugar
2481,coffee
2482,spices
2482,chicken
2482,rice
2483,soda
2483,salsa
2483,chips
2484,toothpaste
2484,toothbrush
2485,bacon
2485,orange juice
2485,eggs
2486,wine
2486,crackers
2486,cheese
2487,milk
2487,bread
2487,butter
2488,rice
2488,chicken
2489,bread
2489,butter
2489,milk
2490,bread
2490,butter
2491,pasta
2491,sauce
2491,cheese
2492,bacon
2492,orange juice
2493,body wash
2493,conditioner
2493,shampoo
2494,milk
2494,cereal
2494,banana
2495,crackers
2495,wine
2496,eggs
2496,bacon
2496,orange juice
2497,cereal
2497,banana
2497,milk
2498,rice
2498,spices
2498,chicken
2499,soda
2499,chips
2499,salsa
2500,body wash
2500,conditioner
